Date,Open,High,Low,Close,Adj Close,Volume
2015-02-03,203.000000,204.850006,202.550003,204.839996,188.309845,122416200
2015-02-04,203.919998,205.380005,203.509995,204.059998,187.592804,134306700
2015-02-05,204.860001,206.300003,204.770004,206.119995,189.486526,97953200
2015-02-06,206.559998,207.240005,204.919998,205.550003,188.962540,119694900
2015-02-09,204.770004,205.639999,204.139999,204.630005,188.116760,87219000
2015-02-10,205.880005,207.119995,204.679993,206.809998,190.120880,96164200
2015-02-11,206.610001,207.449997,205.830002,206.929993,190.231171,91087800
2015-02-12,207.889999,208.990005,206.970001,208.919998,192.060577,97545900
2015-02-13,209.070007,209.839996,208.759995,209.779999,192.851196,93670400
2015-02-17,209.399994,210.320007,209.100006,210.110001,193.154541,76968200
2015-02-18,209.660004,210.220001,209.339996,210.130005,193.172974,74848400
2015-02-19,209.410004,210.419998,209.240005,209.979996,193.035049,91462500
2015-02-20,209.479996,211.330002,208.729996,211.240005,194.193375,140896400
2015-02-23,210.940002,211.210007,210.479996,211.210007,194.165817,74411100
2015-02-24,211.119995,212.050003,210.759995,211.809998,194.717361,70943200
2015-02-25,211.660004,212.240005,211.220001,211.630005,194.551895,73061700
2015-02-26,211.520004,211.710007,210.649994,211.380005,194.322052,72697900
2015-02-27,211.259995,211.580002,210.600006,210.660004,193.660187,108076000
2015-03-02,210.779999,212.059998,210.720001,211.990005,194.882874,87491400
2015-03-03,211.470001,212.050003,210.080002,211.119995,194.083038,110325800
2015-03-04,210.399994,210.490005,209.059998,210.229996,193.264908,105665800
2015-03-05,209.419998,210.800003,209.850006,210.460007,193.476303,76873000
2015-03-06,210.460007,210.460007,207.100006,207.500000,190.755188,188128000
2015-03-09,207.740005,208.789993,207.550003,208.360001,191.545776,89818900
2015-03-10,206.710007,206.809998,204.929993,204.979996,188.438507,153901500
2015-03-11,205.289993,205.500000,204.399994,204.500000,187.997238,110145700
2015-03-12,205.259995,207.179993,205.199997,207.100006,190.387466,93993500
2015-03-13,206.770004,207.929993,204.580002,205.830002,189.219955,162410900
2015-03-16,206.710007,208.690002,205.860001,208.580002,191.748032,136099200
2015-03-17,207.690002,208.419998,206.979996,207.960007,191.178085,91167100
2015-03-18,207.389999,211.270004,206.619995,210.460007,193.476303,220171200
2015-03-19,209.960007,210.470001,209.029999,209.500000,192.593811,117917300
2015-03-20,209.710007,211.020004,209.490005,210.410004,194.293594,177715100
2015-03-23,210.419998,211.110001,210.000000,210.000000,193.915024,71310300
2015-03-24,209.850006,210.399994,208.740005,208.820007,192.825363,77805300
2015-03-25,209.070007,209.350006,205.710007,205.759995,189.999786,159521700
2015-03-26,204.960007,206.369995,204.119995,205.270004,189.547302,153067200
2015-03-27,205.130005,205.949997,204.899994,205.740005,189.981308,109352100
2015-03-30,205.740005,208.610001,206.960007,208.250000,192.299042,96180400
2015-03-31,207.259995,208.100006,206.360001,206.429993,190.618439,126768700
2015-04-01,206.429993,206.429993,204.509995,205.699997,189.944336,132644700
2015-04-02,205.619995,206.979996,205.399994,206.440002,190.627686,86900900
2015-04-06,206.440002,208.449997,205.210007,207.830002,191.911209,114368200
2015-04-07,207.860001,208.759995,207.240005,207.279999,191.403336,81236300
2015-04-08,207.550003,208.509995,207.080002,207.979996,192.049667,89351900
2015-04-09,207.779999,209.179993,207.190002,208.899994,192.899231,85548900
2015-04-10,209.199997,210.089996,208.960007,210.039993,193.951889,72722900
2015-04-13,209.869995,210.630005,209.029999,209.089996,193.074707,74436600
2015-04-14,208.850006,209.710007,208.100006,209.490005,193.444061,73013500
2015-04-15,210.050003,211.039993,209.949997,210.429993,194.312042,99529300
2015-04-16,210.029999,210.979996,209.789993,210.369995,194.256653,68934900
2015-04-17,208.940002,209.229996,207.009995,207.949997,192.022003,191113200
2015-04-20,209.059998,210.250000,208.960007,209.850006,193.776489,82969100
2015-04-21,210.669998,210.860001,209.240005,209.600006,193.545654,72559800
2015-04-22,210.009995,210.850006,208.899994,210.630005,194.496765,78264600
2015-04-23,210.149994,211.940002,210.009995,211.160004,194.986145,102585900
2015-04-24,211.660004,211.970001,211.110001,211.649994,195.438599,61327400
2015-04-27,212.330002,212.479996,210.539993,210.770004,194.626022,79358100
2015-04-28,210.740005,211.500000,209.330002,211.440002,195.244736,86863500
2015-04-29,211.440002,211.440002,209.600006,210.570007,194.441315,125684900
2015-04-30,209.880005,210.350006,207.619995,208.460007,192.492935,161304900
2015-05-01,209.399994,210.770004,209.279999,210.720001,194.579849,103399700
2015-05-04,211.229996,212.020004,211.100006,211.320007,195.133881,70927200
2015-05-05,211.029999,211.460007,208.729996,208.899994,192.899231,113326200
2015-05-06,209.559998,209.929993,206.759995,208.039993,192.105087,135060200
2015-05-07,207.919998,209.380005,207.520004,208.869995,192.871552,88244900
2015-05-08,210.880005,211.860001,210.779999,211.619995,195.410919,155877300
2015-05-11,211.570007,211.889999,210.520004,210.610001,194.478302,75708100
2015-05-12,209.610001,210.630005,208.619995,209.979996,193.896515,119727600
2015-05-13,210.470001,211.220001,209.740005,210.020004,193.933487,94667900
2015-05-14,211.240005,212.320007,210.910004,212.210007,195.955719,95934000
2015-05-15,212.440002,212.610001,211.860001,212.440002,196.168091,76510100
2015-05-18,212.240005,213.399994,212.160004,213.100006,196.777573,72785600
2015-05-19,213.240005,213.570007,212.690002,213.029999,196.712906,72114600
2015-05-20,213.149994,213.779999,212.500000,212.880005,196.574402,76857500
2015-05-21,212.710007,213.750000,212.509995,213.500000,197.146927,64764600
2015-05-22,213.039993,213.539993,212.910004,212.990005,196.675980,57433500
2015-05-26,212.399994,212.910004,210.199997,210.699997,194.561401,124308600
2015-05-27,211.250000,212.979996,210.759995,212.699997,196.408203,93214000
2015-05-28,212.330002,212.589996,211.630005,212.460007,196.186539,74974600
2015-05-29,212.380005,212.429993,210.820007,211.139999,194.967712,111964800
2015-06-01,211.940002,212.339996,210.619995,211.570007,195.364731,93338800
2015-06-02,211.020004,212.190002,210.270004,211.360001,195.170853,89527800
2015-06-03,212.000000,212.669998,211.330002,211.919998,195.687958,87820900
2015-06-04,211.070007,211.860001,209.750000,210.130005,194.035034,151882800
2015-06-05,209.949997,210.580002,208.979996,209.770004,193.702621,121704700
2015-06-08,209.639999,209.820007,208.389999,208.419998,192.455994,85339800
2015-06-09,208.449997,209.100006,207.690002,208.449997,192.483749,105034700
2015-06-10,209.369995,211.410004,209.300003,210.960007,194.801468,134551300
2015-06-11,211.479996,212.089996,211.199997,211.649994,195.438599,73876400
2015-06-12,210.639999,211.479996,209.679993,209.929993,193.850388,135382400
2015-06-15,208.639999,209.449997,207.789993,209.100006,193.083969,124384200
2015-06-16,208.929993,210.350006,208.720001,210.250000,194.145859,85308200
2015-06-17,210.589996,211.320007,209.360001,210.589996,194.459778,126708600
2015-06-18,211.309998,213.339996,210.630005,212.710007,196.417419,165867900
2015-06-19,211.460007,211.550003,210.360001,210.809998,195.610214,130478700
2015-06-22,211.910004,212.589996,211.639999,211.889999,196.612335,70696000
2015-06-23,212.139999,212.440002,211.570007,212.050003,196.760788,68476800
2015-06-24,211.720001,212.169998,210.470001,210.509995,195.331833,92307300
2015-06-25,211.100006,211.250000,209.770004,209.830002,194.700867,97107400
2015-06-26,210.289993,210.580002,209.160004,209.899994,194.765823,104174800
2015-06-29,208.050003,209.830002,205.330002,205.470001,190.655243,202621300
2015-06-30,207.259995,207.320007,205.279999,205.889999,191.044968,182925100
2015-07-01,207.729996,208.029999,206.559998,207.570007,192.603836,135979900
2015-07-02,208.070007,208.270004,206.809998,207.320007,192.371857,104373700
2015-07-06,205.770004,207.649994,205.529999,206.669998,191.768707,117975400
2015-07-07,206.960007,208.169998,204.110001,208.009995,193.012085,173820200
2015-07-08,206.419998,206.759995,204.250000,204.529999,189.783005,164020100
2015-07-09,207.039993,207.350006,204.770004,204.800003,190.033524,144113100
2015-07-10,207.289993,207.979996,204.949997,207.479996,192.520294,129456900
2015-07-13,208.990005,209.899994,208.940002,209.759995,194.635910,106069400
2015-07-14,209.720001,211.050003,209.649994,210.720001,195.526703,81709600
2015-07-15,210.729996,211.279999,210.039993,210.630005,195.443222,97914100
2015-07-16,211.869995,212.300003,211.580002,212.270004,196.964966,106683300
2015-07-17,212.289993,212.550003,211.800003,212.470001,197.150528,89030000
2015-07-20,212.750000,213.179993,212.210007,212.619995,197.289703,65523100
2015-07-21,212.429993,212.740005,211.389999,211.759995,196.491730,77965000
2015-07-22,210.929993,211.770004,210.889999,211.289993,196.055603,88667900
2015-07-23,211.529999,211.649994,209.750000,210.139999,194.988495,90509100
2015-07-24,210.300003,210.369995,207.600006,207.940002,192.947144,117755000
2015-07-27,208.000000,208.000000,206.259995,206.740005,191.833664,132361100
2015-07-28,207.789993,209.500000,206.800003,209.309998,194.218353,123544800
2015-07-29,209.479996,211.039993,209.309998,210.770004,195.573105,105791300
2015-07-30,210.160004,211.020004,209.419998,210.820007,195.619522,91304400
2015-07-31,211.419998,211.449997,210.160004,210.449997,195.276169,103266900
2015-08-03,210.460007,210.529999,208.649994,209.729996,194.608093,113965700
2015-08-04,209.699997,210.250000,208.800003,209.320007,194.227600,81820800
2015-08-05,210.449997,211.309998,209.729996,210.100006,194.951416,85786800
2015-08-06,210.289993,210.419998,207.649994,208.350006,193.327576,116030800
2015-08-07,208.160004,208.339996,206.869995,207.919998,192.928589,117858000
2015-08-10,209.279999,210.669998,209.279999,210.630005,195.443222,80270700
2015-08-11,208.970001,209.470001,207.759995,208.660004,193.615204,117481700
2015-08-12,207.110001,209.139999,205.360001,208.919998,193.856445,172123700
2015-08-13,208.729996,209.550003,208.009995,208.699997,193.652359,89383300
2015-08-14,208.429993,209.509995,208.259995,209.360001,194.264786,69387000
2015-08-17,208.710007,210.589996,208.160004,210.559998,195.378235,79072600
2015-08-18,210.259995,210.679993,209.699997,209.929993,194.793686,71692700
2015-08-19,209.089996,210.009995,207.350006,208.279999,193.262634,172946000
2015-08-20,206.509995,208.289993,203.899994,204.009995,189.300507,194327900
2015-08-21,201.729996,203.940002,197.520004,197.630005,183.380508,346588500
2015-08-24,197.630005,197.630005,182.399994,189.550003,175.883118,507244300
2015-08-25,195.429993,195.449997,186.919998,187.229996,173.730392,369833100
2015-08-26,192.080002,194.789993,188.369995,194.679993,180.643188,339257000
2015-08-27,197.020004,199.419998,195.210007,199.160004,184.800201,274143900
2015-08-28,198.500000,199.839996,197.919998,199.240005,184.874420,160414400
2015-08-31,198.110001,199.130005,197.009995,197.539993,183.296997,154471400
2015-09-01,193.119995,194.770004,190.729996,191.770004,177.943024,256000400
2015-09-02,194.619995,195.460007,192.419998,195.410004,181.320587,160269300
2015-09-03,196.259995,198.050003,194.960007,195.649994,181.543274,152087800
2015-09-04,192.850006,193.860001,191.610001,192.589996,178.703903,207081000
2015-09-08,195.940002,197.610001,195.169998,197.460007,183.222778,116025700
2015-09-09,199.320007,199.470001,194.350006,194.759995,180.717438,140901400
2015-09-10,194.559998,197.220001,194.250000,195.850006,181.728851,158611100
2015-09-11,195.380005,196.820007,194.529999,196.740005,182.554703,119691200
2015-09-14,196.949997,197.009995,195.429993,195.979996,181.849472,79452000
2015-09-15,196.610001,198.990005,195.960007,198.449997,184.141388,108455800
2015-09-16,198.820007,200.410004,198.410004,200.139999,185.709534,99581600
2015-09-17,200.020004,202.889999,199.279999,199.699997,185.301239,276046600
2015-09-18,195.710007,198.679993,194.960007,195.360001,182.217133,213315400
2015-09-21,196.440002,197.679993,195.210007,196.440002,183.224487,105726200
2015-09-22,193.880005,194.460007,192.559998,193.899994,180.855392,153890900
2015-09-23,194.110001,194.669998,192.910004,193.600006,180.575546,92790600
2015-09-24,192.149994,193.449997,190.559998,192.929993,179.950607,159378800
2015-09-25,194.639999,195.000000,191.809998,192.869995,179.894653,155054800
2015-09-28,191.779999,191.910004,187.639999,187.910004,175.268356,178515900
2015-09-29,188.270004,189.740005,186.929993,188.080002,175.426910,159045600
2015-09-30,190.369995,191.830002,189.440002,191.589996,178.700760,152593200
2015-10-01,192.080002,192.490005,189.820007,192.130005,179.204468,131079000
2015-10-02,189.770004,195.029999,189.119995,195.000000,181.881378,211003300
2015-10-05,196.460007,198.740005,196.330002,198.470001,185.117889,126320800
2015-10-06,198.309998,198.979996,197.000000,197.789993,184.483643,110274500
2015-10-07,198.899994,199.830002,197.479996,199.410004,185.994690,124307300
2015-10-08,198.949997,201.550003,198.589996,201.210007,187.673615,153055200
2015-10-09,201.380005,201.899994,200.580002,201.330002,187.785507,107069200
2015-10-12,201.419998,201.759995,200.910004,201.520004,187.962769,56395600
2015-10-13,200.649994,202.160004,200.050003,200.250000,186.778168,88038700
2015-10-14,200.179993,200.869995,198.940002,199.289993,185.882736,99106200
2015-10-15,200.080002,202.360001,199.639999,202.350006,188.736893,134142200
2015-10-16,202.830002,203.289993,201.919998,203.270004,189.595016,114580100
2015-10-19,202.500000,203.369995,202.130005,203.369995,189.688278,76523900
2015-10-20,202.850006,203.839996,202.550003,203.110001,189.445755,78448500
2015-10-21,203.610001,203.789993,201.649994,201.850006,188.270508,102038000
2015-10-22,202.979996,205.509995,201.850006,205.210007,191.404465,174911700
2015-10-23,207.250000,207.949997,206.300003,207.520004,193.559082,144442300
2015-10-26,207.300003,207.369995,206.559998,206.990005,193.064743,69033000
2015-10-27,206.199997,207.000000,205.789993,206.570007,192.673004,77905800
2015-10-28,207.000000,208.979996,206.210007,208.940002,194.883545,135906700
2015-10-29,208.350006,209.270004,208.210007,208.889999,194.836914,84727800
2015-10-30,209.059998,209.440002,207.740005,207.929993,193.941513,131076900
2015-11-02,208.320007,210.619995,208.169998,210.389999,196.236008,86270800
2015-11-03,209.970001,211.660004,209.699997,211.000000,196.804932,95246100
2015-11-04,211.350006,211.500000,209.720001,210.380005,196.226669,90967700
2015-11-05,210.429993,210.979996,209.089996,210.149994,196.012131,78408700
2015-11-06,209.740005,210.320007,208.460007,210.039993,195.909561,110471500
2015-11-09,209.309998,209.490005,206.949997,208.080002,194.081406,131008700
2015-11-10,207.509995,208.600006,207.190002,208.559998,194.529099,75874600
2015-11-11,208.880005,208.940002,207.660004,207.740005,193.764313,67846000
2015-11-12,206.500000,207.059998,204.820007,204.839996,191.059372,121315200
2015-11-13,204.350006,204.669998,202.440002,202.539993,188.914139,153577100
2015-11-16,202.320007,205.690002,202.179993,205.619995,191.786911,117645200
2015-11-17,205.990005,207.039993,204.880005,205.470001,191.647003,121123700
2015-11-18,206.039993,208.899994,205.990005,208.729996,194.687683,121342500
2015-11-19,208.589996,209.050003,208.199997,208.550003,194.519821,88220500
2015-11-20,209.449997,210.119995,208.860001,209.309998,195.228653,94011500
2015-11-23,209.380005,209.979996,208.520004,209.070007,195.004837,64931200
2015-11-24,207.869995,209.830002,207.410004,209.350006,195.265991,98874400
2015-11-25,209.500000,209.740005,209.009995,209.320007,195.237976,51980100
2015-11-27,209.429993,209.800003,208.860001,209.559998,195.461838,37317800
2015-11-30,209.750000,209.889999,208.559998,208.690002,194.650360,112822700
2015-12-01,209.440002,210.820007,209.110001,210.679993,196.506485,97858400
2015-12-02,210.619995,211.000000,208.229996,208.529999,194.501129,108441300
2015-12-03,208.830002,209.149994,204.750000,205.610001,191.777588,166224200
2015-12-04,205.610001,209.970001,205.610001,209.619995,195.517807,192913900
2015-12-07,209.229996,209.729996,207.199997,208.350006,194.333267,102027100
2015-12-08,206.490005,208.289993,205.779999,206.949997,193.027420,103372400
2015-12-09,206.190002,208.679993,204.179993,205.339996,191.525742,162401500
2015-12-10,205.419998,207.429993,205.139999,205.869995,192.020081,115196800
2015-12-11,203.350006,204.139999,201.509995,201.880005,188.298538,211173300
2015-12-14,202.070007,203.050003,199.949997,202.899994,189.249878,176235400
2015-12-15,204.699997,206.110001,202.869995,205.029999,191.236588,154069600
2015-12-16,206.369995,208.389999,204.800003,208.029999,194.034760,197017000
2015-12-17,208.399994,208.479996,204.839996,204.860001,191.078033,173092500
2015-12-18,202.770004,202.929993,199.830002,200.020004,187.673584,251393500
2015-12-21,201.410004,201.880005,200.089996,201.669998,189.221710,99094300
2015-12-22,202.720001,203.850006,201.550003,203.500000,190.938751,103602200
2015-12-23,204.690002,206.070007,204.580002,206.020004,193.303223,110987200
2015-12-24,205.720001,206.330002,205.419998,205.679993,192.984161,48542200
2015-12-28,204.860001,205.259995,203.940002,205.210007,192.543167,64967100
2015-12-29,206.509995,207.789993,206.470001,207.399994,194.598053,92640700
2015-12-30,207.110001,207.210007,205.759995,205.929993,193.218750,63317700
2015-12-31,205.130005,205.889999,203.869995,203.869995,191.285904,114877900
2016-01-04,200.490005,201.029999,198.589996,201.020004,188.611862,222353500
2016-01-05,201.399994,201.899994,200.050003,201.360001,188.930862,110845800
2016-01-06,198.339996,200.059998,197.600006,198.820007,186.547623,152112600
2016-01-07,195.330002,197.440002,193.589996,194.050003,182.072052,213436100
2016-01-08,195.190002,195.850006,191.580002,191.919998,180.073517,209817200
2016-01-11,193.009995,193.410004,189.820007,192.110001,180.251831,185113200
2016-01-12,193.820007,194.550003,191.139999,193.660004,181.706116,172330500
2016-01-13,194.449997,194.860001,188.380005,188.830002,177.174271,221168900
2016-01-14,189.550003,193.259995,187.660004,191.929993,180.082916,240795600
2016-01-15,186.770004,188.759995,185.520004,187.809998,176.217224,324846400
2016-01-19,189.960007,190.110001,186.199997,188.059998,176.451797,195244400
2016-01-20,185.029999,187.500000,181.020004,185.649994,174.190552,286547800
2016-01-21,186.210007,188.869995,184.639999,186.690002,175.166336,195772900
2016-01-22,189.779999,190.759995,188.880005,190.520004,178.759949,168319600
2016-01-25,189.919998,190.149994,187.410004,187.639999,176.057709,130371700
2016-01-26,188.419998,190.529999,188.020004,190.199997,178.459686,137269900
2016-01-27,189.580002,191.559998,187.059998,188.130005,176.517456,185681700
2016-01-28,189.960007,190.199997,187.160004,189.110001,177.437012,143798800
2016-01-29,190.020004,193.880005,189.880005,193.720001,181.762436,210529300
2016-02-01,192.529999,194.580002,191.839996,193.649994,181.696747,136061600
2016-02-02,191.960007,191.970001,189.539993,190.160004,178.422195,182564900
2016-02-03,191.410004,191.779999,187.100006,191.300003,179.491806,205054900
2016-02-04,190.710007,192.750000,189.960007,191.600006,179.773300,136318100
2016-02-05,190.990005,191.669998,187.199997,187.949997,176.348541,180788300
2016-02-08,185.770004,186.119995,182.800003,185.419998,173.974731,191526700
2016-02-09,183.360001,186.940002,183.199997,185.429993,173.984131,176478700
2016-02-10,186.410004,188.339996,185.119995,185.270004,173.834000,148214100
2016-02-11,182.339996,184.100006,181.089996,182.860001,171.572784,219058900
2016-02-12,184.960007,186.649994,183.960007,186.630005,175.110077,127632400
2016-02-16,188.770004,189.809998,187.630005,189.779999,178.065643,120250700
2016-02-17,191.160004,193.320007,191.009995,192.880005,180.974274,136009500
2016-02-18,193.199997,193.270004,191.720001,192.089996,180.233032,102343000
2016-02-19,191.169998,192.179993,190.449997,192.000000,180.148605,114793000
2016-02-22,193.869995,194.949997,193.789993,194.779999,182.756973,103640300
2016-02-23,194.000000,194.320007,192.179993,192.320007,180.448868,111455300
2016-02-24,190.630005,193.529999,189.320007,193.199997,181.274536,150812200
2016-02-25,193.729996,195.550003,192.830002,195.539993,183.470047,107512400
2016-02-26,196.570007,196.679993,194.899994,195.089996,183.047852,129833700
2016-02-29,195.110001,196.229996,193.330002,193.559998,181.612305,125918100
2016-03-01,195.009995,198.210007,194.449997,198.110001,185.881454,141799700
2016-03-02,197.740005,199.059998,197.250000,199.000000,186.716522,102415000
2016-03-03,198.789993,199.800003,198.110001,199.779999,187.448380,94146200
2016-03-04,200.009995,201.350006,199.029999,200.429993,188.058258,129293600
2016-03-07,199.339996,201.070007,199.250000,200.589996,188.208344,100219000
2016-03-08,199.320007,199.919998,198.210007,198.399994,186.153534,123974900
2016-03-09,199.360001,199.789993,198.429993,199.380005,187.073059,94801200
2016-03-10,199.960007,201.070007,197.380005,199.539993,187.223145,153608200
2016-03-11,201.259995,202.809998,199.520004,202.759995,190.244400,137964500
2016-03-14,202.160004,203.039993,201.770004,202.500000,190.000488,73612000
2016-03-15,201.360001,202.529999,201.050003,202.169998,189.690826,93169100
2016-03-16,201.600006,203.820007,201.550003,203.339996,190.788605,129303200
2016-03-17,203.240005,205.229996,202.770004,204.630005,191.999008,134278500
2016-03-18,204.169998,204.779999,203.800003,204.380005,192.753128,138372400
2016-03-21,204.070007,204.940002,203.800003,204.669998,193.026611,72926700
2016-03-22,203.759995,205.229996,203.570007,204.559998,192.922882,97471900
2016-03-23,204.110001,204.330002,203.009995,203.210007,191.649689,81052500
2016-03-24,202.000000,203.160004,201.740005,203.119995,191.564804,84360900
2016-03-28,203.610001,203.860001,202.710007,203.240005,191.677994,62408200
2016-03-29,202.759995,205.250000,202.399994,205.119995,193.451004,90418600
2016-03-30,206.300003,206.869995,205.589996,206.020004,194.299835,86365300
2016-03-31,205.910004,206.410004,205.330002,205.520004,193.828278,94584100
2016-04-01,204.350006,207.139999,203.979996,206.919998,195.148621,114423500
2016-04-04,206.830002,207.070007,205.889999,206.250000,194.516769,63497000
2016-04-05,204.669998,206.259995,203.889999,204.190002,192.573914,99662200
2016-04-06,204.190002,206.490005,203.979996,206.419998,194.677063,89889800
2016-04-07,205.139999,205.559998,203.089996,203.949997,192.347565,113859000
2016-04-08,205.339996,205.850006,203.869995,204.500000,192.866302,95040600
2016-04-11,205.250000,206.070007,203.910004,204.020004,192.413589,83757500
2016-04-12,204.220001,206.250000,203.699997,205.919998,194.205505,110162100
2016-04-13,207.000000,208.100006,206.839996,208.000000,196.167191,96336400
2016-04-14,208.070007,208.600006,207.600006,208.009995,196.176605,60422700
2016-04-15,208.009995,208.169998,207.399994,207.779999,195.959671,75761600
2016-04-18,207.779999,209.279999,207.000000,209.240005,197.336624,75277700
2016-04-19,209.740005,210.199997,208.940002,209.899994,197.959091,88316100
2016-04-20,209.949997,210.919998,209.389999,210.100006,198.147720,81100300
2016-04-21,210.119995,210.250000,208.649994,208.970001,197.082016,85695000
2016-04-22,208.550003,209.289993,207.910004,208.970001,197.082016,99251700
2016-04-25,208.259995,208.660004,207.539993,208.610001,196.742477,66166500
2016-04-26,209.039993,209.520004,208.360001,208.919998,197.034836,75864200
2016-04-27,208.470001,209.809998,208.050003,209.350006,197.440399,77329400
2016-04-28,208.460007,209.759995,206.960007,207.449997,195.648468,97216200
2016-04-29,206.720001,207.130005,205.029999,206.330002,194.592209,142424100
2016-05-02,206.919998,208.179993,206.410004,207.970001,196.138870,62188000
2016-05-03,206.520004,206.800003,205.279999,206.160004,194.431854,106422100
2016-05-04,204.990005,205.850006,204.419998,205.009995,193.347290,92243800
2016-05-05,205.559998,205.979996,204.470001,204.970001,193.309555,67619200
2016-05-06,204.059998,205.770004,203.880005,205.720001,194.016907,89315000
2016-05-09,205.570007,206.399994,205.360001,205.889999,194.177200,74374900
2016-05-10,206.720001,208.470001,206.639999,208.449997,196.591568,74236100
2016-05-11,207.910004,208.539993,206.500000,206.500000,194.752502,81727000
2016-05-12,207.289993,207.490005,205.369995,206.559998,194.809082,89586300
2016-05-13,206.210007,206.860001,204.380005,204.759995,193.111496,96474600
2016-05-16,204.960007,207.339996,204.889999,206.779999,195.016541,77486800
2016-05-17,206.460007,206.800003,204.229996,204.850006,193.196396,114924900
2016-05-18,204.440002,206.300003,203.630005,204.910004,193.252975,123493400
2016-05-19,204.059998,204.539993,202.779999,204.199997,192.583344,115430500
2016-05-20,204.919998,206.100006,204.860001,205.490005,193.799973,104990400
2016-05-23,205.509995,205.839996,204.990005,205.210007,193.535873,58117700
2016-05-24,206.169998,208.240005,206.139999,207.869995,196.044556,93537800
2016-05-25,208.669998,209.770004,207.869995,209.279999,197.374359,76621400
2016-05-26,209.440002,209.710007,208.970001,209.339996,197.430954,53087800
2016-05-27,209.529999,210.250000,209.470001,210.240005,198.279755,64211200
2016-05-31,210.559998,210.690002,209.179993,209.839996,197.902527,109879400
2016-06-01,209.119995,210.479996,208.889999,210.270004,198.308075,69936200
2016-06-02,209.800003,210.929993,209.240005,210.910004,198.911652,60661400
2016-06-03,210.250000,210.690002,208.860001,210.279999,198.317490,101757100
2016-06-06,210.699997,211.770004,210.509995,211.350006,199.326599,64887000
2016-06-07,211.529999,212.339996,211.500000,211.679993,199.637802,60974800
2016-06-08,211.839996,212.520004,211.690002,212.369995,200.288589,66170900
2016-06-09,211.509995,212.220001,211.190002,212.080002,200.015076,73786900
2016-06-10,210.460007,210.860001,209.429993,210.070007,198.119431,113829200
2016-06-13,209.360001,210.369995,208.350006,208.449997,196.591568,117751200
2016-06-14,208.000000,208.740005,206.919998,208.039993,196.204895,125059300
2016-06-15,208.039993,209.360001,207.529999,207.750000,195.931381,109124500
2016-06-16,207.750000,208.570007,205.589996,208.369995,196.516113,149533100
2016-06-17,207.169998,207.199997,205.750000,206.520004,195.784683,117055700
2016-06-20,208.820007,209.610001,207.750000,207.850006,197.045532,82789600
2016-06-21,208.300003,208.919998,207.779999,208.440002,197.604874,72461700
2016-06-22,208.649994,209.500000,207.929993,208.100006,197.282547,95560500
2016-06-23,209.809998,210.869995,209.270004,210.809998,199.851669,102731400
2016-06-24,203.630005,210.850006,202.720001,203.240005,192.675186,333444400
2016-06-27,201.589996,201.600006,198.649994,199.600006,189.224411,230775800
2016-06-28,201.479996,203.229996,201.119995,203.199997,192.637253,159382400
2016-06-29,204.839996,206.929993,204.720001,206.660004,195.917389,137328600
2016-06-30,207.210007,209.539993,206.559998,209.479996,198.590775,165021900
2016-07-01,209.479996,210.490005,209.289993,209.919998,199.007935,106055300
2016-07-05,208.949997,209.080002,207.710007,208.410004,197.576431,109803700
2016-07-06,207.830002,209.800003,207.059998,209.660004,198.761475,96021500
2016-07-07,209.869995,210.649994,208.630005,209.529999,198.638214,81705800
2016-07-08,211.050003,212.940002,210.779999,212.649994,201.595993,133971000
2016-07-11,213.190002,214.070007,212.949997,213.399994,202.307022,73633900
2016-07-12,214.529999,215.300003,213.429993,214.949997,203.776459,101275600
2016-07-13,215.440002,215.449997,214.350006,214.919998,203.748047,87324100
2016-07-14,216.399994,216.669998,215.660004,216.119995,204.885620,91230900
2016-07-15,216.779999,217.009995,215.309998,215.830002,204.610733,107155400
2016-07-18,215.970001,216.600006,215.669998,216.410004,205.160553,58725900
2016-07-19,215.919998,216.229996,215.630005,216.190002,204.951996,54345700
2016-07-20,216.190002,217.369995,216.190002,217.089996,205.805191,58159500
2016-07-21,216.960007,217.220001,215.750000,216.270004,205.027847,67777300
2016-07-22,216.410004,217.300003,216.100006,217.240005,205.947449,62787500
2016-07-25,217.000000,217.059998,215.970001,216.649994,205.388107,55873100
2016-07-26,216.529999,217.169998,215.759995,216.750000,205.482880,70080500
2016-07-27,217.190002,217.270004,215.619995,216.520004,205.264862,80870400
2016-07-28,216.289993,217.110001,215.750000,216.770004,205.501846,65035700
2016-07-29,216.460007,217.539993,216.130005,217.119995,205.833664,79519400
2016-08-01,217.190002,217.649994,216.410004,216.940002,205.663025,73311400
2016-08-02,216.649994,216.830002,214.570007,215.550003,204.345276,92295500
2016-08-03,215.479996,216.250000,215.130005,216.179993,204.942505,53993600
2016-08-04,216.309998,216.779999,214.250000,216.410004,205.160553,44476100
2016-08-05,216.410004,218.229996,216.410004,218.179993,206.838547,71892200
2016-08-08,218.399994,218.520004,217.740005,218.050003,206.715332,39906500
2016-08-09,218.130005,218.759995,217.800003,218.179993,206.838547,51251700
2016-08-10,218.309998,218.399994,217.229996,217.639999,206.326630,57941100
2016-08-11,218.259995,218.940002,217.949997,218.649994,207.284119,68960100
2016-08-12,218.289993,218.710007,217.990005,218.460007,207.104004,61313500
2016-08-15,218.889999,219.500000,218.880005,219.089996,207.701248,49813500
2016-08-16,218.600006,218.679993,217.960007,217.960007,206.630005,53213600
